NFLID,Short_Name,Full_Name,Date_of_Birth,Height,Weight,College,Years_Pro,Jersey_Number
00-0032456,,Prince Charles Iworah,3/11/1993,71,193,Western Kentucky,0,30
00-0023168,O.Thompson,Orrin Thompson,11/11/1982,78,320,Duke,4,
00-0027898,N.Boateng,Nyan Boateng,,73,204,California,1,
00-0027891,G.Tate,Golden Tate,8/2/1988,70,198,Notre Dame,7,15
00-0027890,B.Tate,Ben Tate,8/21/1988,70,220,Auburn,5,34
00-0027893,D.Williams,Damian Williams,5/26/1988,73,200,USC,6,10
00-0027892,P.Angerer,Pat Angerer,1/31/1987,72,236,Iowa,4,44
00-0027895,K.Thomas,Kevin Thomas,9/20/1986,72,192,USC,3,
00-0027894,N.Bowman,NaVorro Bowman,5/28/1988,72,242,Penn State,7,53
00-0027897,D.Townsel,Derrick Townsel,7/12/1988,69,175,Murray State,2,
00-0027896,R.Phillips,Randy Phillips,9/14/1986,73,210,Miami (Fla.),2,
00-0025833,P.Bailey,Patrick Bailey,11/19/1985,76,243,Duke,7,57
00-0020840,R.Clark,Ryan Clark,10/12/1979,71,205,LSU,14,25
00-0025834,D.Woods,Donovan Woods,7/27/1985,74,230,Oklahoma State,3,
00-0025838,J.Dunbar,Jo-Lonn Dunbar,3/13/1985,72,235,Boston College,8,54
00-0027091,S.Norris,Slade Norris,10/25/1985,74,232,Oregon State,4,
00-0027090,L.Sidbury,Lawrence Sidbury,2/6/1986,75,269,Richmond,6,59
00-0027093,T.Fiammetta,Tony Fiammetta,8/22/1986,72,250,Syracuse,5,43
00-0027092,A.Collie,Austin Collie,11/11/1985,72,204,Brigham Young,5,10
00-0027095,G.McRath,Gerald McRath,6/16/1986,75,228,Southern Mississippi,4,
00-0027094,A.Brown,Andre Brown,12/15/1986,72,227,North Carolina State,6,33
00-0027097,T.Green,Tyronne Green,4/6/1986,74,316,Auburn,5,68
00-0027096,S.Olsen,Seth Olsen,12/17/1985,77,305,Iowa,4,
00-0027099,T.Kropog,Troy Kropog,7/31/1986,78,295,Tulane,5,70
00-0027098,G.Johnson,Gartrell Johnson,6/21/1986,70,219,Colorado State,3,
00-0029379,A.McClain,Antoine McClain,12/6/1989,77,336,Clemson,2,60
00-0023578,D.Orlovsky,Dan Orlovsky,8/18/1983,77,215,Connecticut,11,8
00-0023579,T.Cole,Trent Cole,10/5/1982,75,270,Cincinnati,12,58
00-0023570,R.Williams,Roydell Williams,3/14/1981,72,178,Tulane,5,
00-0023571,R.Fields,Ronald Fields,9/13/1981,74,314,Mississippi State,7,
00-0000551,B.Ayanbadejo,Brendon Ayanbadejo,9/6/1976,73,225,UCLA,10,
00-0026878,T.Crabtree,Tom Crabtree,11/4/1985,76,245,Miami (Ohio),5,0
00-0026879,D.Harris,Darryl Harris,1/14/1985,76,300,Mississippi,4,
00-0026871,D.Gales,Dion Gales,8/17/1985,77,310,Troy,3,
00-0026873,B.Greenwood,Bobby Greenwood,3/2/1987,77,278,Alabama,2,
00-0026874,T.Johnson,Taurus Johnson,4/13/1986,73,205,South Florida,2,
00-0026875,R.Price,Ricky Price,9/16/1987,73,195,Oklahoma State,3,
00-0026876,C.Smith,Corey Smith,1/17/1987,73,225,Cincinnati,1,
00-0026877,P.Walters,Pierre Walters,3/25/1986,77,269,Eastern Illinois,3,
00-0030073,D.Williams,Duke Williams,10/15/1990,71,201,Nevada,4,27
00-0030072,J.Hill,Jordan Hill,2/8/1991,73,290,Penn State,4,97
00-0030071,H.Thornton,Hugh Thornton,6/28/1991,75,320,Illinois,4,69
00-0030070,J.Jenkins,John Jenkins,7/11/1989,75,359,Georgia,4,92
00-0030077,C.Harper,Chris Harper,9/10/1989,73,228,Kansas State,2,13
00-0030076,,JC Tretter,2/12/1991,76,307,Cornell,4,73
00-0030075,,Khaled Holmes,1/19/1990,75,309,USC,3,62
00-0030074,D.Bakhtiari,David Bakhtiari,9/30/1991,76,310,Colorado,4,69
00-0030079,D.Taylor,Devin Taylor,11/15/1989,79,275,South Carolina,4,98
00-0030078,J.Franklin,Johnathan Franklin,10/23/1989,70,205,UCLA,2,23
00-0028043,R.Helu,Roy Helu,12/7/1988,71,220,Nebraska,5,26
00-0022026,B.Bollinger,Brooks Bollinger,11/15/1979,73,205,Wisconsin,7,
00-0028041,S.Acho,Sam Acho,9/6/1988,75,260,Texas,6,49
00-0028040,J.Cameron,Jordan Cameron,8/7/1988,77,265,USC,6,84
00-0028047,C.McCarthy,Colin McCarthy,5/30/1988,73,243,Miami (Fla.),4,52
00-0028046,Q.Carter,Quinton Carter,7/20/1988,73,200,Oklahoma,4,38
00-0022021,S.Mahan,Sean Mahan,5/28/1980,75,301,Notre Dame,7,
00-0028044,C.Ballard,Christian Ballard,1/3/1989,76,283,Iowa,3,
00-0028518,J.Fayson,Jarred Fayson,10/13/1987,72,214,Illinois,1,
00-0028049,E.Gates,Clyde Gates,6/13/1986,72,197,Abilene Christian,4,19
00-0028048,D.Arkin,David Arkin,10/7/1987,77,307,Missouri State,4,65
00-0022029,T.Cox,Torrie Cox,10/29/1980,70,192,Pittsburgh,7,
00-0026917,C.Ingram,Cornelius Ingram,6/10/1985,76,250,Florida,3,
00-0026916,R.Bomar,Rhett Bomar,7/2/1985,74,225,Sam Houston State,3,
00-0026915,D.Drew,Davon Drew,12/9/1985,76,260,East Carolina,3,
00-0026914,B.Hughes,Brandon Hughes,5/23/1986,71,185,Oregon State,5,0
00-0026913,J.Knox,Johnny Knox,11/3/1986,72,185,Abilene Christian,4,
00-0026912,W.Middleton,William Middleton,7/28/1986,70,190,Furman,5,
00-0026911,J.Phillips,Jason Phillips,2/14/1986,73,240,Texas Christian,6,52
00-0026910,G.Toler,Greg Toler,1/2/1985,72,180,St. Paul's (VA),8,20
00-0026919,X.Fulton,Xavier Fulton,4/18/1986,77,301,Illinois,2,
00-0026918,M.Freeman,Marcus Freeman,1/10/1986,73,240,Ohio State,1,
00-0024354,P.Haralson,Parys Haralson,1/24/1984,72,255,Tennessee,10,98
00-0030460,M.Wheaton,Markus Wheaton,2/7/1991,71,189,Oregon State,4,11
00-0030461,,Edmund Kugbila,9/21/1990,76,325,Valdosta State,3,0
00-0030462,S.Commings,Sanders Commings,3/8/1990,72,223,Georgia,3,26
00-0030463,A.Klein,A.J. Klein,7/30/1991,73,240,Iowa State,4,56
00-0030464,T.Hawthorne,Terry Hawthorne,1/1/1990,72,195,Illinois,,
00-0030465,K.Barner,Kenjon Barner,4/28/1990,69,195,Oregon,3,34
00-0030466,J.Brown,Justin Brown,3/10/1991,75,209,Oklahoma,2,0
00-0030467,J.Veltung,Justin Veltung,3/30/1991,71,182,Idaho,1,19
00-0030468,C.Rayford,Caesar Rayford,3/4/1986,79,272,Washington,2,91
00-0030469,J.Banks,Johnthan Banks,10/3/1989,74,185,Mississippi State,4,27
00-0011626,B.Moorman,Brian Moorman,2/5/1976,72,174,Pittsburg State,14,8
00-0029934,R.Smith,Rodney Smith,3/11/1990,77,232,Florida State,3,14
00-0029935,C.Ukwu,Collins Ukwu,1/6/1990,76,260,Kentucky,,
00-0023376,A.Spann,Antwain Spann,2/22/1983,72,200,Louisiana-Lafayette,4,
00-0029930,M.Jackson,Marquis Jackson,1/11/1990,76,285,Portland State,1,68
00-0029931,Z.Line,Zach Line,4/26/1990,73,233,Southern Methodist,4,48
00-0029932,A.McCloud,Anthony McCloud,8/6/1989,74,313,Florida State,1,95
00-0029933,B.Randle,Bradley Randle,9/17/1990,67,193,Nevada-Las Vegas,1,0
00-0032531,,Will Monday,7/25/1992,76,210,Duke,0,2
00-0032532,,Giorgio Newberry,11/26/1991,78,295,Florida State,0,64
00-0032533,,Christian Powell,3/3/1994,72,235,Colorado,0,39
00-0029938,J.Williams,Jerodis Williams,3/30/1991,70,203,Furman,1,33
00-0023379,B.Rideau,Brandon Rideau,10/18/1982,75,198,Kansas,5,
00-0032536,,Quinton Schooley,12/4/1993,76,298,North Carolina State,0,61
00-0032537,,Canaan Severin,3/16/1993,74,205,Virginia,0,83
00-0025795,N.McCaskill,Nevin McCaskill,12/29/1983,75,309,Hampton,5,
00-0025790,M.Washington,Mark Washington,8/20/1985,75,258,Texas State,4,
00-0020543,M.Light,Matt Light,6/23/1978,76,305,Purdue,11,
00-0031843,,Ryan Delaire,1/17/1992,76,265,Towson,2,91
00-0031845,,Chris Hackett,8/3/1993,72,195,Texas Christian,1,36
00-0031844,,Deshazor Everett,2/22/1992,72,198,Texas A&M,2,22
00-0031847,,Josh Keyes,1/23/1993,74,223,Boston College,2,50
00-0031846,,Rannell Hall,1/30/1993,72,200,Central Florida,1,85
00-0026264,J.Tryon,Justin Tryon,5/29/1984,69,180,Arizona State,5,
00-0026267,J.Tamme,Jacob Tamme,3/15/1985,75,230,Kentucky,9,83
00-0026266,L.Hawkins,Lavelle Hawkins,7/12/1986,71,194,California,7,15
00-0026261,R.Bryant,Red Bryant,4/18/1984,76,323,Texas A&M,9,71
00-0026260,C.Steltz,Craig Steltz,5/7/1986,73,210,LSU,7,20
00-0026263,B.Kehl,Bryan Kehl,6/16/1984,74,243,Brigham Young,6,53
00-0026262,T.Choice,Tashard Choice,11/20/1984,70,210,Georgia Tech,6,43
00-0023084,M.Harris,Marques Harris,9/20/1981,73,245,Southern Utah,5,
00-0026269,J.Wilhite,Jonathan Wilhite,2/23/1984,71,185,Auburn,5,
00-0026268,K.Burton,Keenan Burton,10/29/1984,72,206,Kentucky,3,
00-0027798,J.Calvin,Jorrick Calvin,7/17/1987,71,192,Troy,2,
00-0027799,J.Pugh,Jordan Pugh,1/29/1988,71,210,Texas A&M,5,37
00-0027796,Jo.Webb,Joe Webb,11/14/1986,76,235,Alabama-Birmingham,6,14
00-0027797,C.Scott,Charles Scott,8/8/1988,71,242,LSU,2,
00-0027794,J.Wall,Jamar Wall,1/10/1988,70,202,Texas Tech,2,
00-0027795,D.Gettis,David Gettis,8/27/1987,75,220,Baylor,4,6
00-0027792,R.Harewood,Ramon Harewood,2/3/1987,78,330,Morehouse,3,0
00-0027793,A.Brown,Antonio Brown,7/10/1988,70,181,Central Michigan,7,84
00-0027790,D.Batten,Danny Batten,12/8/1987,76,250,South Dakota State,3,
00-0027791,J.Starks,James Starks,2/25/1986,74,218,Buffalo,7,44
00-0032439,,Jimmy Landes,8/13/1992,73,252,Baylor,0,42
00-0032438,,Maurice Canady,5/26/1994,73,193,Virginia,0,49
00-0027479,M.Brown,Marcus Brown,1/27/1987,73,190,Arkansas State,3,
00-0029836,K.Davis,Keenan Davis,1/30/1991,75,215,Iowa,,
00-0024687,D.Zeigler,Dominique Zeigler,10/11/1984,75,185,Baylor,4,
00-0024681,B.London,Brandon London,10/16/1984,76,210,Massachusetts,4,
00-0024682,M.Matthews,Michael Matthews,10/9/1983,76,270,Georgia Tech,5,
00-0028480,C.Nelms,Cory Nelms,2/27/1988,73,191,Miami (Fla.),1,
00-0032433,,Kyle Murphy,12/11/1993,78,305,Stanford,0,68
00-0028954,R.Golden,Robert Golden,9/13/1990,71,202,Arizona,5,21
00-0027138,M.Pryor,Myron Pryor,6/13/1986,73,305,Kentucky,4,
00-0027139,J.Phillips,John Phillips,6/11/1987,77,251,Virginia,8,83
00-0029839,,Chris Faulk,1/21/1990,78,317,LSU,2,70
00-0027130,J.Davis,James Davis,1/1/1986,71,218,Clemson,3,
00-0027131,K.Null,Keith Null,9/24/1985,76,219,West Texas A&M;,2,
00-0027136,J.McCourty,Jason McCourty,8/13/1987,72,193,Rutgers,8,30
00-0027137,D.Edison,Dominique Edison,7/16/1986,74,204,Stephen F. Austin St.,2,
00-0027134,C.Painter,Curtis Painter,6/24/1985,76,230,Purdue,5,17
00-0027135,B.Myers,Brandon Myers,9/4/1985,75,256,Iowa,8,82
00-0032437,,Kamu Grugier-Hill,5/16/1994,74,220,Eastern Illinois,0,48
00-0028958,C.Harkey,Cory Harkey,6/17/1990,76,259,UCLA,4,46
00-0024537,K.Quarterman,Kurt Quarterman,10/5/1985,77,325,Louisville,2,
00-0024535,E.Weems,Eric Weems,7/4/1985,69,195,Bethune-Cookman,10,14
00-0032436,,Jeff Driskel,4/23/1993,76,231,Louisiana Tech,0,6
00-0024533,R.Foster,Renardo Foster,7/15/1984,79,333,Louisville,5,
00-0024532,J.Vincent,Justin Vincent,1/25/1983,70,219,LSU,2,
00-0024530,K.Talavou,Kelly Talavou,10/4/1984,74,350,Utah,3,
00-0032869,,Nick Ritcher,12/1/1992,77,300,Richmond,0,61
00-0030268,,Patrick Lewis,1/30/1991,73,305,Texas A&M,4,65
00-0030269,A.Pease,Angelo Pease,8/12/1991,70,211,Kansas State,,
00-0030266,J.Wright,Jeremy Wright,1/28/1991,71,205,Louisville,,
00-0030264,E.Sabino,Etienne Sabino,11/13/1990,74,247,Ohio State,1,59
00-0030265,A.Tweedy,Alonzo Tweedy,7/27/1989,74,193,Virginia Tech,,
00-0030263,C.James,Charles James,5/14/1990,69,179,Charleston Southern,3,31
00-0030260,,Michael Zordich,10/29/1989,73,245,Penn State,2,39
00-0026474,M.Floyd,Marquis Floyd,3/17/1980,72,190,West Georgia,2,
00-0009056,J.Kearse,Jevon Kearse,9/3/1976,76,265,Florida,11,
00-0026309,T.Scott,Trevor Scott,8/30/1984,77,260,Buffalo,8,76
00-0010373,O.Mare,Olindo Mare,6/6/1973,71,185,Syracuse,16,
00-0021647,J.Urban,Jerheme Urban,11/26/1980,75,207,Trinity (Tex.),9,
00-0020305,A.Feeley,A.J. Feeley,5/16/1977,75,216,Oregon,11,
00-0020301,R.Hill,Renaldo Hill,11/12/1978,71,205,Michigan State,10,
00-0026302,E.Ainge,Erik Ainge,6/12/1986,77,221,Tennessee,3,
00-0023966,T.Bergeron,Troy Bergeron,12/3/1983,74,195,Middle Tennessee State,3,
00-0014255,E.Salaam,Ephraim Salaam,6/19/1976,79,310,San Diego State,13,
00-0023968,M.Spurlock,Micheal Spurlock,1/31/1983,71,210,Mississippi,8,18
00-0026300,J.Johnson,Josh Johnson,5/15/1986,75,215,San Diego,7,2
00-0019630,K.Clancy,Kendrick Clancy,8/17/1978,73,305,Mississippi,11,
00-0019632,C.Carlisle,Cooper Carlisle,8/11/1977,77,310,Florida,13,
00-0026301,M.Howard,Marcus Howard,10/12/1985,72,244,Georgia,3,
00-0019635,D.Jones,Dhani Jones,2/22/1978,73,236,Michigan,11,
00-0026306,Ma.Thomas,Marcus Thomas,5/28/1984,72,215,Texas-El Paso,2,
00-0018613,C.Green,Cornell Green,8/25/1976,78,315,Central Florida,11,
00-0026307,E.Walden,Erik Walden,8/21/1985,74,250,Middle Tennessee State,9,93
00-0028007,R.Housler,Rob Housler,3/17/1988,77,250,Florida Atlantic,6,88
00-0028006,K.Sheppard,Kelvin Sheppard,1/2/1988,74,249,LSU,6,91
00-0026305,J.Goff,Jonathan Goff,12/12/1985,74,241,Vanderbilt,4,
00-0028557,Ba.Johnson,Bart Johnson,5/2/1988,72,195,Texas Christian,1,
00-0028004,D.Moch,Dontay Moch,7/19/1988,74,255,Nevada,3,56
00-0028218,M.Dell,Mark Dell,5/28/1989,74,195,Michigan State,2,
00-0028216,B.Bing,Brandon Bing,8/8/1989,69,175,Rutgers,2,
00-0028217,R.Brown,Ronnell Brown,7/2/1988,74,286,James Madison,1,
00-0028212,C.Miller,Colin Miller,11/22/1987,75,300,Central Michigan,1,
00-0028002,R.Cobb,Randall Cobb,8/22/1990,70,192,Kentucky,6,18
00-0029202,M.Adams,Mike Adams,3/10/1990,79,323,Ohio State,5,76
00-0023331,M.Katula,Matt Katula,8/22/1982,78,265,Wisconsin,8,
00-0029973,A.Highsmith,Alonzo Highsmith,11/21/1989,72,240,Arkansas,1,59
00-0029975,J.Kovacs,Jordan Kovacs,6/12/1990,70,208,Michigan,3,32
00-0031614,,Obum Gwacham,3/20/1991,77,246,Oregon State,2,58
00-0031615,,Christian Ringo,3/10/1992,73,298,Louisiana-Lafayette,1,99
00-0031616,,Reshard Cliett,4/29/1992,74,222,South Florida,2,58
00-0031617,,Kennard Backman,2/26/1993,75,245,Alabama-Birmingham,2,86
00-0006072,M.Goff,Mike Goff,1/6/1976,77,311,Iowa,12,
00-0029976,,Ina Liaina,1/3/1990,72,250,San Jose State,1,41
00-0031612,,Aaron Ripkowski,12/20/1992,73,246,Oklahoma,2,22
00-0031613,,Amarlo Herrera,9/20/1991,73,249,Georgia,1,0
00-0029977,,Cameron Marshall,10/14/1991,71,215,Arizona State,1,43
00-0031618,,Kristjan Sokoli,9/24/1991,77,300,Buffalo,2,67
00-0031619,,Christian Covington,10/16/1993,74,289,Rice,2,95
00-0029755,B.Leonhardt,Brian Leonhardt,4/2/1990,77,255,Bemidji State,3,87
00-0029208,T.Walker,Tyrunn Walker,3/18/1990,75,305,Tulsa,5,93
00-0029757,S.McGuffie,Sam McGuffie,10/16/1989,70,200,Rice,,
00-0021798,B.Yates,Billy Yates,4/15/1980,74,305,Texas A&M;,9,
00-0021791,O.Grigsby,Otis Grigsby,11/19/1980,75,260,Kentucky,5,
00-0032753,,Luke Rhodes,12/2/1992,74,242,William & Mary,0,46
00-0029039,D.Fletcher,Donnie Fletcher,5/23/1990,73,195,Boston College,2,
00-0029038,M.Dowtin,Marcus Dowtin,1/22/1989,74,230,North Alabama,3,38
00-0029035,H.Hicks,Hayworth Hicks,10/3/1988,75,330,Iowa State,2,
00-0029034,J.Aiono,James Aiono,1/23/1989,75,305,Utah,1,
00-0029036,J.Sambrano,Jabin Sambrano,3/15/1990,71,190,Montana,1,8
00-0029031,B.Stahovich,Brian Stahovich,4/14/1990,71,197,San Diego State,,
00-0029030,M.Pellerin,Micah Pellerin,11/23/1988,72,192,Hampton,2,0
00-0029033,G.Whalen,Griff Whalen,3/1/1990,71,190,Stanford,5,18
00-0029032,L.Thomas,Latarrius Thomas,3/22/1988,73,210,Eastern Michigan,1,
00-0025479,T.Edwards,Trent Edwards,10/30/1983,76,230,Stanford,6,5
00-0025478,M.Henderson,Mario Henderson,10/29/1984,79,340,Florida State,5,
00-0025471,J.Wade,Jonathan Wade,3/27/1984,71,195,Tennessee,6,
00-0025470,C.Johnson,Charles Johnson,7/10/1986,74,275,Georgia,10,95
00-0025473,M.Yanda,Marshal Yanda,9/15/1984,75,305,Iowa,10,73
00-0025472,B.Mebane,Brandon Mebane,1/15/1985,73,311,California,10,92
00-0025475,A.Alleman,Andy Alleman,11/20/1983,76,310,Akron,3,
00-0025474,S.Bradley,Stewart Bradley,11/2/1983,76,258,Nebraska,7,55
00-0025476,A.Rouse,Aaron Rouse,1/8/1984,76,227,Virginia Tech,4,
00-0026071,K.Arrington,Kyle Arrington,8/12/1986,70,186,Hofstra,8,24
00-0026072,J.Collins,Jed Collins,3/3/1986,73,252,Washington State,5,0
00-0030878,,Chris Elkins,6/24/1992,76,300,Youngstown State,0,61
00-0026076,S.McBride,Shaheer McBride,2/6/1985,74,205,Delaware State,2,
00-0026077,J.Roland,Justin Roland,1/14/1986,71,242,Kansas State,2,
00-0030873,,Davonte Wallace,12/21/1991,75,308,New Mexico State,2,71
00-0026079,G.Lawson,Gerard Lawson,1/12/1985,70,195,Oregon State,3,
00-0030871,G.Smith,Garrison Smith,10/9/1991,73,300,Georgia,1,78
00-0030870,T.Mims,Tevin Mims,1/23/1991,76,265,South Florida,0,46
00-0030875,A.Wilson,Andrew Wilson,2/7/1991,75,242,Missouri,0,45
00-0030874,Da.Williams,Damien Williams,4/3/1992,71,228,Oklahoma,3,26
00-0030820,R.Heimuli,Ricky Heimuli,9/18/1991,76,314,Oregon,1,73
00-0030533,M.Barkley,Matt Barkley,9/8/1990,74,227,USC,4,9
00-0030530,T.McDonald,T.J. McDonald,1/26/1991,74,217,USC,3,25
00-0030823,,Reggie Jordan,7/3/1991,75,240,Missouri Western State,0,0
00-0033119,,Jacoby Brissett,12/11/1993,76,235,North Carolina State,0,7
00-0033118,,Kenyan Drake,1/26/1994,73,216,Alabama,0,32
00-0030824,C.Loston,Craig Loston,12/21/1989,74,209,LSU,2,20
00-0033117,,Bronson Kaufusi,7/6/1991,78,285,Brigham Young,0,92
00-0033116,,Bryce Cheek,8/28/1993,72,194,Akron,0,0
00-0030534,B.Jones,Barrett Jones,5/25/1990,76,308,Alabama,3,77
00-0029689,D.Allen,Dwayne Allen,2/24/1990,75,265,Clemson,5,83
00-0029687,M.Kalil,Matt Kalil,7/6/1989,79,317,USC,5,75
00-0030538,J.Cyprien,Johnathan Cyprien,7/29/1990,72,223,Florida International,3,37
00-0030539,D.Gratz,Dwayne Gratz,3/8/1990,71,206,Connecticut,3,27
00-0024117,W.Kershaw,William Kershaw,12/15/1983,75,250,Maryland,4,
00-0027300,E.Moncur,Eric Moncur,11/28/1984,73,237,Miami (Fla.),1,
00-0027302,D.Pender,David Pender,12/4/1987,72,180,Purdue,2,
00-0027306,J.McCoy,Jamie McCoy,7/21/1987,75,240,Texas A&M;,1,
00-0027309,L.Jeanpierre,Lemuel Jeanpierre,5/19/1987,75,301,South Carolina,6,61
00-0027308,J.Horne,Jeremy Horne,10/25/1986,74,193,Massachusetts,3,
00-0025819,R.McGee,Richmond McGee,4/25/1983,76,203,Texas,3,
00-0025818,W.Billingsley,Will Billingsley,4/23/1984,70,195,North Carolina A&T;,1,
00-0031052,B.Breeland,Bashaud Breeland,1/30/1992,71,200,Clemson,3,26
00-0020824,V.Fox,Vernon Fox,10/9/1979,70,203,Fresno State,8,
00-0031050,K.Martin,Kareem Martin,2/19/1992,78,272,North Carolina,3,96
00-0031051,Jo. Brown,John Brown,4/3/1990,71,179,Pittsburg State,3,12
00-0031056,,Shaq Evans,3/7/1991,73,213,UCLA,2,81
00-0031057,K.Carey,Ka'Deem Carey,10/30/1992,70,215,Arizona,3,25
00-0031054,D.Jones,DaQuan Jones,12/17/1991,76,322,Penn State,3,90
00-0031055,A.Williams,Andre Williams,8/28/1992,71,230,Boston College,3,44
00-0031058,,Carl Bradford,8/15/1992,73,248,Arizona State,2,54
00-0031059,,Marqueston Huff,4/6/1992,71,196,Wyoming,3,28
00-0032642,,Tyler Kuder,6/3/1992,75,307,Idaho State,0,90
00-0032643,,Michael Hunter,4/19/1993,72,186,Oklahoma State,0,39
00-0032640,,Randall Jette,3/27/1993,71,193,Massachusetts,0,41
00-0032641,,Donte Deayon,1/28/1994,69,158,Boise State,0,38
00-0032644,,Peter Mortell,12/29/1992,71,203,Minnesota,0,1
00-0032645,,Dennis Parks,7/27/1994,74,201,Rice,0,83
00-0032648,,Manoa Pikula,2/23/1993,73,234,Brigham Young,0,45
00-0032649,,Brian Price,6/24/1994,75,318,Texas-San Antonio,0,96
00-0023556,D.Preston,Duke Preston,6/12/1982,77,311,Illinois,5,
00-0023557,K.Rhodes,Kerry Rhodes,8/2/1982,75,212,Louisville,8,
00-0023558,Jason.Brown,Jason Brown,5/5/1983,75,320,North Carolina,7,
00-0023559,B.Poppinga,Brady Poppinga,9/21/1979,75,252,Brigham Young,8,
00-0032394,,Nick Vannett,3/6/1993,78,257,Ohio State,0,81
00-0032395,,Graham Glasgow,7/19/1992,78,308,Michigan,0,60
00-0032396,,Vincent Valentine,2/23/1994,75,320,Nebraska,0,99
00-0032397,,Rees Odhiambo,9/23/1992,76,315,Boise State,0,70
00-0032390,,Cyrus Jones,11/29/1993,70,200,Alabama,0,24
00-0032391,,Joe Thuney,11/18/1992,77,305,North Carolina State,0,62
00-0032392,,Austin Hooper,10/29/1994,75,254,Stanford,0,81
00-0032393,,C.J. Prosise,5/20/1994,73,220,Notre Dame,0,22
00-0032398,,Chris Moore,6/16/1993,73,200,Cincinnati,0,10
00-0032399,,Miles Killebrew,5/10/1993,74,222,Southern Utah,0,35
00-0022790,J.David,Jason David,6/12/1982,68,180,Washington State,6,
00-0022793,A.Smith,Antonio Smith,10/21/1981,75,290,Oklahoma State,12,90
00-0022796,M.Karney,Mike Karney,7/6/1981,71,260,Arizona State,7,
00-0026893,T.Spencer,Truman Spencer,10/7/1985,75,218,North Texas,1,
00-0026890,R.Kees,Ryan Kees,4/2/1986,78,275,St. Cloud State,1,
00-0026891,P.Douglass,Parker Douglass,6/25/1985,68,170,South Dakota State,1,
00-0026896,E.Gant,Ed Gant,1/24/1987,75,200,North Alabama,2,
00-0026895,A.DiMichele,Adam DiMichele,7/26/1985,73,202,Temple,1,
00-0026898,M.Sanchez,Mark Sanchez,11/11/1986,74,225,USC,8,6
00-0026899,S.Greene,Shonn Greene,8/21/1985,71,233,Iowa,7,23
00-0030014,O.Hines,Omarius Hines,12/18/1989,74,217,Florida,,
00-0030017,W.Pericak,Will Pericak,12/30/1989,75,300,Colorado,2,75
00-0030011,,Jordan Devey,1/11/1988,78,320,Memphis,3,77
00-0030010,B.Copeland,Brandon Copeland,7/2/1991,75,248,Pennsylvania,2,51
00-0030013,R.Gaines,Rogers Gaines,6/24/1989,78,239,Tennessee State,1,79
00-0030012,M.Furstenburg,Matt Furstenburg,6/19/1989,75,244,Maryland,1,85
00-0030018,,Gerrard Sheppard,11/16/1990,74,211,Towson,1,9
00-0028025,D.Nevis,Drake Nevis,5/8/1989,73,295,LSU,4,73
00-0028024,A.Bailey,Allen Bailey,3/25/1989,75,288,Miami (Fla.),6,97
00-0028027,S.Wright,Shareece Wright,4/8/1987,71,184,USC,6,35
00-0028026,J.Patrick,Johnny Patrick,8/17/1988,71,190,Louisville,4,22
00-0028021,J.Jernigan,Jerrel Jernigan,6/14/1989,68,189,Troy,4,12
00-0028020,V.Brown,Vincent Brown,1/25/1989,71,190,San Diego State,5,86
00-0028023,J.Reid,Jah Reid,7/21/1988,79,325,Central Florida,6,75
00-0028022,M.Foster,Mason Foster,3/1/1989,73,250,Washington,6,54
00-0028029,A.Dent,Akeem Dent,9/27/1987,73,239,Georgia,6,50
00-0028028,C.Marsh,Curtis Marsh,3/1/1988,73,197,Utah State,4,32
00-0032477,,John Tidwell,3/25/1993,72,191,Sioux Falls,0,45
00-0028925,W.Green,William Green,4/28/1990,75,250,Florida,1,
00-0032888,,Karl Joseph,9/8/1993,70,207,West Virginia,0,42
00-0032889,,A'Shawn Robinson,3/21/1995,76,312,Alabama,0,91
00-0032880,,Dillon Lee,1/15/1993,76,242,Alabama,0,57
00-0032881,,Tommylee Lewis,10/24/1992,67,168,Northern Illinois,0,87
00-0032882,,Dominique Tovell,6/15/1992,74,248,Louisiana-Lafayette,0,0
00-0032884,,Jeff Schoettmer,7/8/1993,74,235,North Carolina,0,51
00-0032885,,Ryker Mathews,11/28/1992,78,309,Brigham Young,0,0
00-0032886,,D.J. Pettway,9/19/1992,74,270,Alabama,0,77
00-0028539,J.Graves,John Graves,6/25/1987,75,286,Virginia Tech,1,
00-0028538,S.Friday,Steven Friday,8/9/1986,75,238,Virginia Tech,1,
00-0028533,M.Alexander,Mister Alexander,6/2/1988,75,252,Florida State,3,0
00-0028532,J.Morgan,Joseph Morgan,3/23/1988,73,184,Walsh,5,16
00-0028530,D.Larimore,Dexter Larimore,7/22/1988,75,319,Ohio State,1,
00-0028537,J.Rogers,Jake Rogers,5/24/1987,76,217,Cincinnati,0,6
00-0028536,B.Braman,Bryan Braman,5/4/1987,77,241,West Texas A&M,6,56
00-0028534,D.Roberson,Dwight Roberson,12/24/1987,72,232,Oregon State,1,
00-0026794,K.Howard,Kyle Howard,5/13/1986,79,312,Wyoming,1,
00-0029778,D.Johnson,Darius Johnson,2/22/1991,70,175,Southern Methodist,2,13
00-0026796,A.Foster,Arian Foster,8/24/1986,73,227,Tennessee,8,34
00-0026791,R.Talley,Ronald Talley,2/21/1986,75,282,Delaware,4,95
00-0026790,T.Sutton,Tyrell Sutton,12/19/1986,68,213,Northwestern,4,
00-0023318,C.White,Chris White,2/28/1983,74,303,Southern Mississippi,8,
